symbol,pattern_type,setup_time,level,breakout_time,deadline,side,entry_time,entry,exit_time,exit,result,retests_seen,entry_mode_assumption,pnl_points
AUDJPY,dip,2025-02-19 16:00:00+00:00,95.997,2025-02-19 23:00:00+00:00,2025-02-20 00:00:00+00:00,sell,2025-02-19 23:15:00+00:00,95.96,2025-02-20 00:15:00+00:00,95.75999999999999,TP,1,close_of_retest_candle,200.00000000000284
AUDJPY,peak,2025-08-27 20:00:00+00:00,96.007,2025-08-28 00:00:00+00:00,2025-08-28 04:00:00+00:00,buy,2025-08-28 00:15:00+00:00,96.008,2025-08-28 01:00:00+00:00,95.908,SL,1,close_of_retest_candle,-99.99999999999432
