symbol,pattern_type,setup_time,level,breakout_time,deadline,side,entry_time,entry,exit_time,exit,result,retests_seen,entry_mode_assumption,pnl_points
NZDCHF,dip,2025-03-30 20:00:00+00:00,0.50136,2025-03-31 00:15:00+00:00,2025-03-31 04:00:00+00:00,sell,2025-03-31 00:30:00+00:00,0.5011,2025-03-31 01:00:00+00:00,0.5021,SL,1,close_of_retest_candle,-100.00000000000009
NZDCHF,peak,2025-09-10 08:00:00+00:00,0.47406,2025-09-10 12:30:00+00:00,2025-09-10 16:00:00+00:00,buy,2025-09-10 13:00:00+00:00,0.47407,2025-09-10 21:00:00+00:00,0.47307,SL,1,close_of_retest_candle,-100.00000000000009
