symbol,side,setup_type,previous_leg_start_time,previous_leg_end_time,previous_leg_end_price,corrective_leg_start_time,corrective_leg_end_time,corrective_leg_end_price,current_leg_start_time,current_leg_end_time,current_leg_end_price,continuation_level,h4_breakout_time,h4_breakout_open,h4_breakout_high,h4_breakout_low,h4_breakout_close,entry_time,entry,m15_entry_open,m15_entry_high,m15_entry_low,m15_entry_close,exit_time,exit,sl,tp,result,search_start,search_end,pnl_points
EURUSD,sell,bearish_bullish_bearish,2025-04-28 16:00:00+00:00,2025-05-01 12:00:00+00:00,1.12657,2025-05-01 12:00:00+00:00,2025-05-06 16:00:00+00:00,1.13808,2025-05-06 16:00:00+00:00,2025-05-12 16:00:00+00:00,1.10651,1.12657,2025-05-08 12:00:00+00:00,1.12957,1.13202,1.12343,1.12477,2025-05-08 15:30:00+00:00,1.12623,1.12741,1.12805,1.12599,1.12623,2025-05-08 16:00:00+00:00,1.1232300000000002,1.12723,1.1232300000000002,TP,2025-05-06 16:00:00+00:00,2025-05-12 16:00:00+00:00,299.99999999998914
