symbol,setup_time,deadline,side,entry_time,entry,exit_time,exit,result,pnl_points
CADJPY,2025-02-20 08:00:00+00:00,2025-02-20 16:00:00+00:00,buy,2025-02-20 13:30:00+00:00,105.604,2025-02-20 15:00:00+00:00,105.504,SL,-99.99999999999432
CADJPY,2025-02-24 12:00:00+00:00,2025-02-24 20:00:00+00:00,sell,2025-02-24 14:15:00+00:00,105.261,2025-02-24 14:30:00+00:00,105.06099999999999,TP,200.00000000000284
CADJPY,2025-02-26 00:00:00+00:00,2025-02-26 08:00:00+00:00,buy,2025-02-26 04:00:00+00:00,104.347,2025-02-26 04:30:00+00:00,104.247,SL,-99.99999999999432
CADJPY,2025-02-27 00:00:00+00:00,2025-02-27 08:00:00+00:00,buy,2025-02-27 03:00:00+00:00,104.033,2025-02-27 03:45:00+00:00,103.933,SL,-99.99999999999432
CADJPY,2025-03-04 04:00:00+00:00,2025-03-04 12:00:00+00:00,buy,2025-03-04 07:30:00+00:00,103.27,2025-03-04 07:45:00+00:00,103.17,SL,-99.99999999999432
CADJPY,2025-03-06 04:00:00+00:00,2025-03-06 12:00:00+00:00,sell,2025-03-06 10:45:00+00:00,103.001,2025-03-06 12:15:00+00:00,102.801,TP,200.00000000000284
CADJPY,2025-03-18 08:00:00+00:00,2025-03-18 16:00:00+00:00,sell,2025-03-18 10:00:00+00:00,104.753,2025-03-18 11:45:00+00:00,104.853,SL,-99.99999999999432
CADJPY,2025-03-20 04:00:00+00:00,2025-03-20 12:00:00+00:00,buy,2025-03-20 07:15:00+00:00,103.53,2025-03-20 08:15:00+00:00,103.43,SL,-99.99999999999432
CADJPY,2025-03-24 16:00:00+00:00,2025-03-25 00:00:00+00:00,sell,2025-03-24 18:45:00+00:00,105.167,2025-03-24 20:00:00+00:00,105.267,SL,-99.99999999999432
CADJPY,2025-03-26 08:00:00+00:00,2025-03-26 16:00:00+00:00,sell,2025-03-26 16:00:00+00:00,105.496,2025-03-26 17:00:00+00:00,105.59599999999999,SL,-99.99999999999432
CADJPY,2025-03-28 08:00:00+00:00,2025-03-28 16:00:00+00:00,buy,2025-03-28 13:00:00+00:00,105.413,2025-03-28 13:15:00+00:00,105.313,SL,-99.99999999999432
CADJPY,2025-03-31 16:00:00+00:00,2025-04-01 00:00:00+00:00,sell,2025-03-31 19:15:00+00:00,104.338,2025-03-31 21:45:00+00:00,104.13799999999999,TP,200.00000000000284
CADJPY,2025-04-01 12:00:00+00:00,2025-04-01 20:00:00+00:00,buy,2025-04-01 14:30:00+00:00,103.991,2025-04-01 14:45:00+00:00,104.191,TP,200.00000000000284
CADJPY,2025-04-02 12:00:00+00:00,2025-04-02 20:00:00+00:00,buy,2025-04-02 19:15:00+00:00,104.807,2025-04-02 20:00:00+00:00,104.70700000000001,SL,-99.99999999999432
CADJPY,2025-04-03 04:00:00+00:00,2025-04-03 12:00:00+00:00,buy,2025-04-03 06:15:00+00:00,103.624,2025-04-03 06:45:00+00:00,103.824,TP,200.00000000000284
CADJPY,2025-04-09 04:00:00+00:00,2025-04-09 12:00:00+00:00,buy,2025-04-09 06:00:00+00:00,102.364,2025-04-09 06:15:00+00:00,102.26400000000001,SL,-99.99999999999432
CADJPY,2025-04-10 16:00:00+00:00,2025-04-11 00:00:00+00:00,buy,2025-04-10 18:15:00+00:00,103.558,2025-04-10 18:30:00+00:00,103.45800000000001,SL,-99.99999999999432
CADJPY,2025-04-13 20:00:00+00:00,2025-04-14 04:00:00+00:00,sell,2025-04-13 23:45:00+00:00,103.556,2025-04-14 00:15:00+00:00,103.356,TP,200.00000000000284
CADJPY,2025-04-15 20:00:00+00:00,2025-04-16 04:00:00+00:00,buy,2025-04-15 22:45:00+00:00,102.511,2025-04-16 00:00:00+00:00,102.411,SL,-99.99999999999432
CADJPY,2025-04-21 08:00:00+00:00,2025-04-21 16:00:00+00:00,buy,2025-04-21 12:15:00+00:00,102.025,2025-04-21 14:00:00+00:00,101.92500000000001,SL,-99.99999999999432
CADJPY,2025-04-23 00:00:00+00:00,2025-04-23 08:00:00+00:00,sell,2025-04-23 04:15:00+00:00,102.633,2025-04-23 06:00:00+00:00,102.73299999999999,SL,-99.99999999999432
CADJPY,2025-04-25 04:00:00+00:00,2025-04-25 12:00:00+00:00,sell,2025-04-25 06:15:00+00:00,103.53,2025-04-25 07:00:00+00:00,103.63,SL,-99.99999999999432
CADJPY,2025-04-29 04:00:00+00:00,2025-04-29 12:00:00+00:00,buy,2025-04-29 06:00:00+00:00,102.788,2025-04-29 07:15:00+00:00,102.988,TP,200.00000000000284
CADJPY,2025-04-30 12:00:00+00:00,2025-04-30 20:00:00+00:00,sell,2025-04-30 15:45:00+00:00,103.292,2025-04-30 17:30:00+00:00,103.392,SL,-99.99999999999432
CADJPY,2025-05-01 20:00:00+00:00,2025-05-02 04:00:00+00:00,sell,2025-05-01 22:30:00+00:00,104.899,2025-05-01 23:00:00+00:00,104.999,SL,-99.99999999999432
CADJPY,2025-05-06 00:00:00+00:00,2025-05-06 08:00:00+00:00,buy,2025-05-06 03:30:00+00:00,104.016,2025-05-06 06:30:00+00:00,103.91600000000001,SL,-99.99999999999432
CADJPY,2025-05-07 16:00:00+00:00,2025-05-08 00:00:00+00:00,sell,2025-05-07 19:15:00+00:00,103.839,2025-05-07 19:30:00+00:00,103.939,SL,-99.99999999999432
