symbol,setup_time,deadline,side,entry_time,entry,exit_time,exit,result,pnl_points
EURUSD,2026-01-05 04:00:00+00:00,2026-01-05 12:00:00+00:00,buy,2026-01-05 07:15:00+00:00,1.16901,2026-01-05 09:00:00+00:00,1.1680100000000002,SL,-99.99999999998897
EURUSD,2026-01-07 00:00:00+00:00,2026-01-07 08:00:00+00:00,buy,2026-01-07 03:00:00+00:00,1.16979,2026-01-07 07:30:00+00:00,1.1687900000000002,SL,-99.99999999998897
EURUSD,2026-01-08 20:00:00+00:00,2026-01-09 04:00:00+00:00,buy,2026-01-09 02:30:00+00:00,1.1652,2026-01-09 07:30:00+00:00,1.1642000000000001,SL,-99.99999999998897
EURUSD,2026-01-12 00:00:00+00:00,2026-01-12 08:00:00+00:00,buy,2026-01-12 02:00:00+00:00,1.16595,2026-01-12 05:30:00+00:00,1.16695,TP,99.99999999998897
EURUSD,2026-01-13 04:00:00+00:00,2026-01-13 12:00:00+00:00,buy,2026-01-13 07:15:00+00:00,1.16609,2026-01-13 09:30:00+00:00,1.16709,TP,99.99999999998897
EURUSD,2026-01-14 00:00:00+00:00,2026-01-14 08:00:00+00:00,buy,2026-01-14 06:00:00+00:00,1.16455,2026-01-14 10:30:00+00:00,1.1655499999999999,TP,99.99999999998897
EURUSD,2026-01-19 20:00:00+00:00,2026-01-20 04:00:00+00:00,sell,2026-01-19 22:45:00+00:00,1.1645,2026-01-20 00:30:00+00:00,1.1635000000000002,TP,99.99999999998897
EURUSD,2026-01-20 12:00:00+00:00,2026-01-20 20:00:00+00:00,sell,2026-01-20 14:00:00+00:00,1.17241,2026-01-20 15:45:00+00:00,1.1734099999999998,SL,-99.99999999998897
EURUSD,2026-01-22 00:00:00+00:00,2026-01-22 08:00:00+00:00,buy,2026-01-22 03:15:00+00:00,1.1688,2026-01-22 11:00:00+00:00,1.1698,TP,99.99999999998897
EURUSD,2026-01-23 00:00:00+00:00,2026-01-23 08:00:00+00:00,sell,2026-01-23 06:00:00+00:00,1.17475,2026-01-23 07:15:00+00:00,1.17375,TP,99.99999999998897
EURUSD,2026-01-25 20:00:00+00:00,2026-01-26 04:00:00+00:00,sell,2026-01-26 03:00:00+00:00,1.18622,2026-01-26 06:00:00+00:00,1.1852200000000002,TP,99.99999999998897
EURUSD,2026-01-28 00:00:00+00:00,2026-01-28 08:00:00+00:00,sell,2026-01-28 03:30:00+00:00,1.19954,2026-01-28 05:00:00+00:00,1.1985400000000002,TP,99.99999999998897
EURUSD,2026-01-28 20:00:00+00:00,2026-01-29 04:00:00+00:00,buy,2026-01-29 02:15:00+00:00,1.1968,2026-01-29 03:00:00+00:00,1.1978,TP,99.99999999998897
EURUSD,2026-01-29 16:00:00+00:00,2026-01-30 00:00:00+00:00,buy,2026-01-29 18:30:00+00:00,1.19615,2026-01-29 19:00:00+00:00,1.1951500000000002,SL,-99.99999999998897
