time_utc,open,high,low,close,volume
2025-02-20 12:00:00+00:00,1.42139,1.42228,1.41827,1.41896,44766.46073949337
2025-02-20 16:00:00+00:00,1.41895,1.42007,1.41701,1.41741,25090.100546479225
2025-02-20 20:00:00+00:00,1.41739,1.41802,1.41658,1.41745,10555.260234691203
2025-02-21 00:00:00+00:00,1.41747,1.41876,1.41676,1.41711,28926.930289387703
2025-02-21 04:00:00+00:00,1.4171,1.41938,1.41684,1.41852,24405.110006451607
2025-02-21 08:00:00+00:00,1.41852,1.41988,1.41795,1.41956,32332.060404777527
2025-02-21 12:00:00+00:00,1.41956,1.4208,1.41713,1.42025,44164.21059972048
2025-02-21 16:00:00+00:00,1.42024,1.42348,1.41924,1.42289,39629.120421767235
2025-02-21 20:00:00+00:00,1.42291,1.42357,1.42178,1.42189,12713.440097130835
2025-02-23 20:00:00+00:00,1.42197,1.42255,1.42044,1.42101,5598.209971964359
2025-02-24 00:00:00+00:00,1.42101,1.42127,1.41814,1.4185,34202.290234565735
2025-02-24 04:00:00+00:00,1.4185,1.41997,1.41832,1.41927,24299.490262031555
2025-02-24 08:00:00+00:00,1.41927,1.42204,1.41918,1.42135,33477.06060934067
2025-02-24 12:00:00+00:00,1.42135,1.42443,1.4206,1.42349,48447.40073442459
2025-02-24 16:00:00+00:00,1.42348,1.42392,1.42064,1.4228,29119.00035262108
2025-02-24 20:00:00+00:00,1.42279,1.42786,1.42248,1.42774,17439.770192816854
2025-02-25 00:00:00+00:00,1.42773,1.42783,1.42391,1.42493,25909.14011633396
2025-02-25 04:00:00+00:00,1.42493,1.42702,1.42413,1.42687,20859.300342440605
2025-02-25 08:00:00+00:00,1.42689,1.4274,1.42429,1.42465,32433.100502967834
2025-02-25 12:00:00+00:00,1.42466,1.4295,1.42448,1.42938,51170.310927033424
2025-02-25 16:00:00+00:00,1.42938,1.4316,1.42796,1.43022,39875.910620093346
2025-02-25 20:00:00+00:00,1.43025,1.43169,1.42909,1.43014,16424.140122033656
2025-02-26 00:00:00+00:00,1.43013,1.43259,1.42933,1.43244,22947.900257229805
2025-02-26 04:00:00+00:00,1.43243,1.43329,1.43163,1.43284,21393.940130472183
2025-02-26 08:00:00+00:00,1.43284,1.43442,1.43166,1.4342,31659.760447621346
2025-02-26 12:00:00+00:00,1.43419,1.43569,1.43249,1.43491,42070.9307205677
2025-02-26 16:00:00+00:00,1.43489,1.43652,1.42985,1.43334,56059.640732228756
2025-02-26 20:00:00+00:00,1.43333,1.43677,1.43311,1.4338,15177.03013253212
2025-02-27 00:00:00+00:00,1.43379,1.43589,1.43379,1.43581,32194.98017847538
2025-02-27 04:00:00+00:00,1.4358,1.43629,1.43337,1.43383,25587.7901968956
2025-02-27 08:00:00+00:00,1.43382,1.43431,1.43217,1.43399,26687.020453453064
2025-02-27 12:00:00+00:00,1.43399,1.4437,1.43328,1.44262,64866.47109616548
2025-02-27 16:00:00+00:00,1.44263,1.4442,1.44117,1.44404,35221.66053938866
2025-02-27 20:00:00+00:00,1.44406,1.44485,1.44318,1.44461,11357.380185887218
2025-02-28 00:00:00+00:00,1.44457,1.4452,1.44288,1.44459,32527.760467410088
2025-02-28 04:00:00+00:00,1.44459,1.44526,1.44364,1.44416,27260.840335011482
2025-02-28 08:00:00+00:00,1.44419,1.44504,1.44283,1.44295,34751.68035042286
2025-02-28 12:00:00+00:00,1.44295,1.44475,1.43993,1.44024,53654.4606975317
2025-02-28 16:00:00+00:00,1.44025,1.4462,1.44009,1.44585,50550.180670022964
2025-02-28 20:00:00+00:00,1.44585,1.44714,1.44553,1.4462,13047.380061998963
2025-03-02 20:00:00+00:00,1.44422,1.44489,1.4435,1.44431,6793.000022649765
2025-03-03 00:00:00+00:00,1.44431,1.44526,1.44298,1.44433,30772.410118699074
2025-03-03 04:00:00+00:00,1.44434,1.44528,1.44341,1.444,20334.460156321526
2025-03-03 08:00:00+00:00,1.444,1.44462,1.4421,1.44345,34103.69042992592
2025-03-03 12:00:00+00:00,1.44347,1.44393,1.43682,1.4401,51413.770664572716
2025-03-03 16:00:00+00:00,1.44008,1.45002,1.43963,1.44994,47667.64072883129
