symbol,setup_time,deadline,side,entry_time,entry,exit_time,exit,result,pnl_points
NZDCHF,2025-02-20 16:00:00+00:00,2025-02-21 00:00:00+00:00,sell,2025-02-20 21:30:00+00:00,0.51723,2025-02-21 02:00:00+00:00,0.51823,SL,-100.00000000000009
NZDCHF,2025-02-25 20:00:00+00:00,2025-02-26 04:00:00+00:00,buy,2025-02-25 23:00:00+00:00,0.5114,2025-02-26 01:00:00+00:00,0.5104,SL,-100.00000000000009
NZDCHF,2025-02-26 20:00:00+00:00,2025-02-27 04:00:00+00:00,buy,2025-02-26 22:15:00+00:00,0.50905,2025-02-27 14:45:00+00:00,0.50805,SL,-100.00000000000009
NZDCHF,2025-02-28 04:00:00+00:00,2025-02-28 12:00:00+00:00,buy,2025-02-28 10:30:00+00:00,0.50526,2025-02-28 18:15:00+00:00,0.50426,SL,-100.00000000000009
NZDCHF,2025-03-04 16:00:00+00:00,2025-03-05 00:00:00+00:00,buy,2025-03-04 18:00:00+00:00,0.50046,2025-03-04 20:15:00+00:00,0.50246,TP,200.00000000000017
NZDCHF,2025-03-06 04:00:00+00:00,2025-03-06 12:00:00+00:00,sell,2025-03-06 09:00:00+00:00,0.50911,2025-03-06 14:30:00+00:00,0.50711,TP,200.00000000000017
NZDCHF,2025-03-09 20:00:00+00:00,2025-03-10 04:00:00+00:00,buy,2025-03-10 00:30:00+00:00,0.5011,2025-03-10 07:00:00+00:00,0.5031,TP,200.00000000000017
NZDCHF,2025-03-11 04:00:00+00:00,2025-03-11 12:00:00+00:00,buy,2025-03-11 06:45:00+00:00,0.50015,2025-03-11 08:30:00+00:00,0.50215,TP,200.00000000000017
NZDCHF,2025-03-18 00:00:00+00:00,2025-03-18 08:00:00+00:00,sell,2025-03-18 06:00:00+00:00,0.51242,2025-03-18 07:30:00+00:00,0.51342,SL,-100.00000000000009
NZDCHF,2025-03-20 12:00:00+00:00,2025-03-20 20:00:00+00:00,buy,2025-03-20 15:45:00+00:00,0.5074,2025-03-20 17:15:00+00:00,0.5064,SL,-100.00000000000009
NZDCHF,2025-03-26 12:00:00+00:00,2025-03-26 20:00:00+00:00,sell,2025-03-26 15:15:00+00:00,0.50771,2025-03-26 21:00:00+00:00,0.50571,TP,200.00000000000017
NZDCHF,2025-03-27 12:00:00+00:00,2025-03-27 20:00:00+00:00,sell,2025-03-27 15:15:00+00:00,0.50645,2025-03-27 21:00:00+00:00,0.50445,TP,200.00000000000017
NZDCHF,2025-03-28 08:00:00+00:00,2025-03-28 16:00:00+00:00,buy,2025-03-28 12:30:00+00:00,0.50484,2025-03-28 14:30:00+00:00,0.50384,SL,-100.00000000000009
NZDCHF,2025-03-30 20:00:00+00:00,2025-03-31 04:00:00+00:00,buy,2025-03-30 23:30:00+00:00,0.50228,2025-03-31 00:15:00+00:00,0.50128,SL,-100.00000000000009
NZDCHF,2025-04-01 12:00:00+00:00,2025-04-01 20:00:00+00:00,buy,2025-04-01 14:15:00+00:00,0.50179,2025-04-01 22:00:00+00:00,0.50379,TP,200.00000000000017
NZDCHF,2025-04-02 12:00:00+00:00,2025-04-02 20:00:00+00:00,sell,2025-04-02 14:45:00+00:00,0.50643,2025-04-02 20:00:00+00:00,0.50743,SL,-100.00000000000009
NZDCHF,2025-04-08 08:00:00+00:00,2025-04-08 16:00:00+00:00,sell,2025-04-08 14:30:00+00:00,0.4794,2025-04-08 15:45:00+00:00,0.4774,TP,200.00000000000017
NZDCHF,2025-04-09 04:00:00+00:00,2025-04-09 12:00:00+00:00,buy,2025-04-09 10:30:00+00:00,0.46867,2025-04-09 10:45:00+00:00,0.46767,SL,-100.00000000000009
NZDCHF,2025-04-14 12:00:00+00:00,2025-04-14 20:00:00+00:00,sell,2025-04-14 14:30:00+00:00,0.48195,2025-04-14 15:00:00+00:00,0.47995,TP,200.00000000000017
NZDCHF,2025-04-16 08:00:00+00:00,2025-04-16 16:00:00+00:00,buy,2025-04-16 10:45:00+00:00,0.48357,2025-04-16 11:30:00+00:00,0.48257,SL,-100.00000000000009
NZDCHF,2025-04-17 16:00:00+00:00,2025-04-18 00:00:00+00:00,sell,2025-04-17 18:00:00+00:00,0.49009,2025-04-17 21:00:00+00:00,0.48809,TP,200.00000000000017
NZDCHF,2025-04-18 08:00:00+00:00,2025-04-18 16:00:00+00:00,buy,2025-04-18 13:45:00+00:00,0.48498,2025-04-18 19:45:00+00:00,0.48398,SL,-100.00000000000009
NZDCHF,2025-04-20 20:00:00+00:00,2025-04-21 04:00:00+00:00,buy,2025-04-21 01:45:00+00:00,0.48392,2025-04-21 02:15:00+00:00,0.48292,SL,-100.00000000000009
NZDCHF,2025-04-22 08:00:00+00:00,2025-04-22 16:00:00+00:00,sell,2025-04-22 11:00:00+00:00,0.48689,2025-04-22 13:30:00+00:00,0.48789,SL,-100.00000000000009
NZDCHF,2025-04-24 00:00:00+00:00,2025-04-24 08:00:00+00:00,sell,2025-04-24 04:15:00+00:00,0.49301,2025-04-24 08:15:00+00:00,0.49401,SL,-100.00000000000009
NZDCHF,2025-04-25 04:00:00+00:00,2025-04-25 12:00:00+00:00,sell,2025-04-25 07:00:00+00:00,0.49634,2025-04-25 09:15:00+00:00,0.49434,TP,200.00000000000017
NZDCHF,2025-04-28 12:00:00+00:00,2025-04-28 20:00:00+00:00,sell,2025-04-28 18:45:00+00:00,0.48975,2025-04-29 01:45:00+00:00,0.49075,SL,-100.00000000000009
NZDCHF,2025-05-05 12:00:00+00:00,2025-05-05 20:00:00+00:00,sell,2025-05-05 15:00:00+00:00,0.49153,2025-05-05 21:00:00+00:00,0.48953,TP,200.00000000000017
NZDCHF,2025-05-06 16:00:00+00:00,2025-05-07 00:00:00+00:00,sell,2025-05-07 00:00:00+00:00,0.49572,2025-05-07 00:30:00+00:00,0.49672,SL,-100.00000000000009
NZDCHF,2025-05-07 20:00:00+00:00,2025-05-08 04:00:00+00:00,buy,2025-05-07 23:45:00+00:00,0.48937,2025-05-08 03:15:00+00:00,0.49137000000000003,TP,200.00000000000017
NZDCHF,2025-05-16 00:00:00+00:00,2025-05-16 08:00:00+00:00,buy,2025-05-16 07:15:00+00:00,0.49279,2025-05-16 20:45:00+00:00,0.49179,SL,-100.00000000000009
NZDCHF,2025-05-20 00:00:00+00:00,2025-05-20 08:00:00+00:00,sell,2025-05-20 03:00:00+00:00,0.49392,2025-05-20 12:00:00+00:00,0.49192,TP,200.00000000000017
NZDCHF,2025-05-21 08:00:00+00:00,2025-05-21 16:00:00+00:00,buy,2025-05-21 10:15:00+00:00,0.48927,2025-05-21 14:45:00+00:00,0.49127,TP,200.00000000000017
NZDCHF,2025-05-22 04:00:00+00:00,2025-05-22 12:00:00+00:00,buy,2025-05-22 06:45:00+00:00,0.48891,2025-05-22 09:00:00+00:00,0.48791,SL,-100.00000000000009
NZDCHF,2025-05-26 12:00:00+00:00,2025-05-26 20:00:00+00:00,sell,2025-05-26 18:30:00+00:00,0.49242,2025-05-26 21:00:00+00:00,0.49042,TP,200.00000000000017
NZDCHF,2025-05-27 04:00:00+00:00,2025-05-27 12:00:00+00:00,buy,2025-05-27 09:00:00+00:00,0.49188,2025-05-27 21:00:00+00:00,0.49088,SL,-100.00000000000009
