time_utc,open,high,low,close,volume
2025-02-19 20:00:00+00:00,190.669,190.707,190.091,190.273,8748.47013835609
2025-02-20 00:00:00+00:00,190.273,190.318,189.358,189.418,55983.51093637943
2025-02-20 04:00:00+00:00,189.417,189.464,188.788,189.141,38058.830767035484
2025-02-20 08:00:00+00:00,189.143,189.726,189.125,189.405,31098.900824785233
2025-02-20 12:00:00+00:00,189.413,189.452,188.676,188.981,67934.03132259846
2025-02-20 16:00:00+00:00,188.981,189.782,188.925,189.755,40292.48082840443
2025-02-20 20:00:00+00:00,189.757,189.78,189.154,189.371,18900.160502165556
2025-02-21 00:00:00+00:00,189.371,190.914,189.354,190.436,45257.090908288956
2025-02-21 04:00:00+00:00,190.435,190.933,190.183,190.725,34699.670748472214
2025-02-21 08:00:00+00:00,190.728,190.779,189.934,190.013,38948.990956664085
2025-02-21 12:00:00+00:00,190.01,190.358,188.898,189.0,51375.45121330023
2025-02-21 16:00:00+00:00,189.0,189.197,188.139,188.289,54007.84113204479
2025-02-21 20:00:00+00:00,188.285,188.603,188.243,188.532,16966.860213316977
2025-02-23 20:00:00+00:00,188.354,189.018,188.354,188.966,8816.380170106888
2025-02-24 00:00:00+00:00,188.956,189.577,188.599,189.145,50427.98085975647
2025-02-24 04:00:00+00:00,189.146,189.437,188.726,188.97,36382.68059921265
2025-02-24 08:00:00+00:00,188.975,189.344,188.464,189.251,41954.96105504036
2025-02-24 12:00:00+00:00,189.248,189.511,188.219,188.411,60114.35140132904
2025-02-24 16:00:00+00:00,188.412,189.313,188.41,189.073,43230.851138949394
2025-02-24 20:00:00+00:00,189.074,189.202,188.787,189.136,20027.940434463322
2025-02-25 00:00:00+00:00,189.137,189.659,189.005,189.053,31590.780668735504
2025-02-25 04:00:00+00:00,189.053,189.29,188.241,188.28,38409.99072778225
2025-02-25 08:00:00+00:00,188.283,189.574,188.163,189.546,47169.96131718159
2025-02-25 12:00:00+00:00,189.547,189.737,188.268,188.627,70247.16189312935
2025-02-25 16:00:00+00:00,188.625,189.118,188.152,188.865,52807.93135499954
2025-02-25 20:00:00+00:00,188.862,188.998,188.435,188.87,19793.48040431738
2025-02-26 00:00:00+00:00,188.871,189.22,188.386,188.97,38396.79071485996
2025-02-26 04:00:00+00:00,188.971,189.23,188.812,189.124,37473.76078259945
2025-02-26 08:00:00+00:00,189.124,189.244,188.72,189.141,38426.24099624157
2025-02-26 12:00:00+00:00,189.142,189.853,188.983,189.761,58683.3614269495
2025-02-26 16:00:00+00:00,189.762,189.826,188.616,188.778,64097.27146458626
2025-02-26 20:00:00+00:00,188.78,189.119,188.639,188.773,18993.020456656814
2025-02-27 00:00:00+00:00,188.779,189.203,188.56,188.857,42718.350966095924
2025-02-27 04:00:00+00:00,188.857,189.124,188.617,189.062,45944.74075603485
2025-02-27 08:00:00+00:00,189.064,190.101,188.921,189.824,36700.170984983444
2025-02-27 12:00:00+00:00,189.822,189.923,188.859,189.338,90623.70236980915
2025-02-27 16:00:00+00:00,189.337,189.597,188.823,188.94,72238.29159522057
2025-02-27 20:00:00+00:00,188.936,189.072,188.462,189.053,32539.230724558234
2025-02-28 00:00:00+00:00,189.054,189.127,187.673,188.264,52051.86112987995
2025-02-28 04:00:00+00:00,188.266,189.505,188.125,189.363,46529.160974383354
2025-02-28 08:00:00+00:00,189.363,189.876,189.154,189.411,40649.91086423397
2025-02-28 12:00:00+00:00,189.409,190.31,189.399,189.737,79820.26185446978
2025-02-28 16:00:00+00:00,189.74,189.866,188.792,189.248,79326.47170746326
2025-02-28 20:00:00+00:00,189.255,189.476,189.082,189.404,17278.930393740535
2025-03-02 20:00:00+00:00,189.513,190.304,189.461,190.043,12086.790282130241
2025-03-03 00:00:00+00:00,190.043,190.185,189.291,189.601,55083.851194024086
2025-03-03 04:00:00+00:00,189.599,189.748,189.205,189.229,35149.450816988945
2025-03-03 08:00:00+00:00,189.226,191.468,188.811,191.433,50143.88122308254
2025-03-03 12:00:00+00:00,191.433,191.972,190.539,190.773,81322.84218525887
2025-03-03 16:00:00+00:00,190.776,191.129,190.524,190.675,65435.56165611744
2025-03-03 20:00:00+00:00,190.676,190.686,189.085,189.635,46158.701163738966
2025-03-04 00:00:00+00:00,189.642,189.948,188.785,189.242,53483.45147430897
2025-03-04 04:00:00+00:00,189.244,189.934,188.957,189.726,51665.69133412838
2025-03-04 08:00:00+00:00,189.725,190.114,188.743,189.021,68043.61197555065
2025-03-04 12:00:00+00:00,189.021,189.176,188.24,188.637,102305.60279405117
2025-03-04 16:00:00+00:00,188.637,191.002,188.439,190.935,90914.1423074007
2025-03-04 20:00:00+00:00,190.935,191.891,190.528,191.708,44174.36105699092
2025-03-05 00:00:00+00:00,191.697,192.085,191.17,191.757,59827.081508398056
2025-03-05 04:00:00+00:00,191.756,191.867,191.29,191.597,49593.00107944012
2025-03-05 08:00:00+00:00,191.595,192.321,191.378,191.573,69995.29176616669
2025-03-05 12:00:00+00:00,191.577,191.869,190.869,191.603,110777.11292415857
2025-03-05 16:00:00+00:00,191.599,192.226,190.913,191.881,85473.0821570754
2025-03-05 20:00:00+00:00,191.881,192.108,191.697,191.901,26459.340567201376
2025-03-06 00:00:00+00:00,191.9,192.546,191.858,192.306,43880.68092918396
2025-03-06 04:00:00+00:00,192.307,192.518,191.42,191.524,53226.4411649704
2025-03-06 08:00:00+00:00,191.521,191.561,190.133,190.391,78005.44218635559
2025-03-06 12:00:00+00:00,190.39,191.19,189.872,191.077,104274.42306655645
2025-03-06 16:00:00+00:00,191.078,191.504,190.153,190.431,87935.96236181259
2025-03-06 20:00:00+00:00,190.424,190.857,190.139,190.855,28823.730687648058
2025-03-07 00:00:00+00:00,190.85,190.87,189.999,190.217,45196.680859327316
2025-03-07 04:00:00+00:00,190.214,190.664,189.914,190.531,36996.75097477436
2025-03-07 08:00:00+00:00,190.534,190.876,190.204,190.812,52836.08144879341
2025-03-07 12:00:00+00:00,190.809,191.034,189.797,190.639,108864.42280209064
2025-03-07 16:00:00+00:00,190.64,191.423,189.652,191.26,91804.44227552414
2025-03-07 20:00:00+00:00,191.262,191.422,191.09,191.26,19552.95037587732
2025-03-09 20:00:00+00:00,190.868,191.039,190.603,190.852,20280.50060558319
2025-03-10 00:00:00+00:00,190.852,190.946,190.289,190.617,46690.59109199047
2025-03-10 04:00:00+00:00,190.617,190.908,190.2,190.294,35030.05082595348
2025-03-10 08:00:00+00:00,190.311,190.386,189.458,190.12,71465.04175180197
2025-03-10 12:00:00+00:00,190.121,190.422,189.296,189.89,95915.62254214287
2025-03-10 16:00:00+00:00,189.888,190.014,189.178,189.666,73074.13154268265
2025-03-10 20:00:00+00:00,189.665,189.75,188.994,189.361,19174.120519846678
2025-03-11 00:00:00+00:00,189.36,189.746,188.786,189.628,53716.87150371075
