symbol,pattern_type,setup_time,level,breakout_time,deadline,side,entry_time,entry,exit_time,exit,result,retests_seen,entry_mode_assumption,pnl_points
GBPJPY,peak,2025-09-03 04:00:00+00:00,199.056,2025-09-03 08:15:00+00:00,2025-09-03 12:00:00+00:00,buy,2025-09-03 08:30:00+00:00,199.117,2025-09-03 09:00:00+00:00,199.31699999999998,TP,1,close_of_retest_candle,199.99999999998863
GBPJPY,peak,2025-09-26 08:00:00+00:00,200.206,2025-09-26 13:00:00+00:00,2025-09-26 16:00:00+00:00,buy,2025-09-26 13:15:00+00:00,200.26,2025-09-26 14:00:00+00:00,200.45999999999998,TP,1,close_of_retest_candle,199.99999999998863
